reserva_id,empleado_id,metodo_id,fecha,monto
185,1,3,2025-01-10,600.0
186,1,3,2025-01-06,80.0
187,1,3,2025-01-10,720.0
188,1,3,2025-01-07,440.0
189,1,3,2025-01-08,408.0
190,1,3,2025-01-07,160.0
191,1,3,2025-01-11,340.0
192,1,3,2025-01-10,272.0
193,1,3,2025-01-08,160.0
194,1,3,2025-01-11,400.0
195,1,3,2025-01-07,297.5
196,1,3,2025-01-07,102.0
197,1,3,2025-01-08,440.0
198,1,3,2025-01-07,315.0
199,1,3,2025-01-10,272.0
200,1,3,2025-01-11,990.0
201,1,3,2025-01-11,800.0
202,1,3,2025-01-08,630.0
203,1,3,2025-01-07,144.0
204,1,3,2025-01-07,187.0
205,1,3,2025-01-11,1575.0
206,1,3,2025-01-08,136.0
207,1,3,2025-01-08,160.0
208,1,3,2025-01-08,630.0
209,1,3,2025-01-08,272.0
210,1,3,2025-01-09,324.0
211,1,3,2025-01-07,80.0
212,1,3,2025-01-07,136.0
213,1,3,2025-01-09,216.0
214,1,3,2025-01-07,187.0
215,1,3,2025-01-09,432.0
216,1,3,2025-01-07,72.0
217,1,3,2025-01-07,102.0
218,1,3,2025-01-09,1050.0
219,1,3,2025-01-09,360.0
220,1,3,2025-01-08,204.0
221,1,3,2025-01-07,220.0
222,1,3,2025-01-08,288.0
223,1,3,2025-01-07,198.0
224,1,4,2025-01-09,408.0
225,1,4,2025-01-08,136.0
226,1,4,2025-01-08,80.0
227,1,4,2025-01-09,204.0
228,1,4,2025-01-08,297.5
229,1,4,2025-01-11,1190.0
230,1,4,2025-01-11,1260.0
231,1,4,2025-01-08,350.0
232,1,4,2025-01-12,1487.5
233,1,4,2025-01-10,360.0
234,1,4,2025-01-11,1190.0
235,1,4,2025-01-10,306.0
236,1,4,2025-01-12,540.0
237,1,4,2025-01-10,216.0
238,1,4,2025-01-09,136.0
239,1,4,2025-01-12,1100.0
240,1,4,2025-01-09,272.0
241,1,4,2025-01-11,880.0
242,1,4,2025-01-09,630.0
243,1,4,2025-01-09,136.0
244,1,4,2025-01-11,544.0
245,1,4,2025-01-08,68.0
246,1,4,2025-01-12,600.0
247,1,4,2025-01-12,1100.0
248,1,4,2025-01-08,136.0
249,1,4,2025-01-12,340.0
250,1,4,2025-01-08,108.0
251,1,4,2025-01-10,561.0
252,1,4,2025-01-08,350.0
253,1,4,2025-01-11,748.0
254,1,4,2025-01-08,220.0
255,1,4,2025-01-10,306.0
256,1,4,2025-01-12,432.0
257,1,4,2025-01-12,1260.0
258,1,4,2025-01-12,748.0
259,1,4,2025-01-10,144.0
260,1,4,2025-01-10,204.0
261,1,4,2025-01-11,892.5
262,1,4,2025-01-11,561.0
263,1,4,2025-01-10,374.0
264,1,4,2025-01-13,720.0
265,1,4,2025-01-13,400.0
266,1,4,2025-01-11,408.0
267,1,4,2025-01-10,144.0
268,1,4,2025-01-11,204.0
269,1,4,2025-01-12,792.0
270,1,4,2025-01-12,288.0
271,1,4,2025-01-10,630.0
272,1,4,2025-01-10,288.0
273,1,4,2025-01-09,297.5
274,1,4,2025-01-09,136.0
275,1,4,2025-01-13,360.0
276,1,4,2025-01-13,680.0
277,1,4,2025-01-11,480.0
278,1,1,2025-01-10,272.0
279,1,2,2025-01-11,216.0
280,1,2,2025-01-10,595.0
281,1,2,2025-01-10,440.0
282,1,2,2025-01-11,408.0
283,1,2,2025-01-11,892.5
284,1,2,2025-01-10,320.0
285,1,2,2025-01-13,510.0
286,1,2,2025-01-13,800.0
287,1,2,2025-01-10,160.0
288,1,2,2025-01-13,1487.5
289,1,2,2025-01-10,204.0
290,1,2,2025-01-10,396.0
291,1,2,2025-01-12,240.0
292,1,2,2025-01-10,136.0
293,1,2,2025-01-14,340.0
294,1,2,2025-01-14,510.0
295,1,2,2025-01-11,288.0
296,1,2,2025-01-14,600.0
297,1,2,2025-01-11,272.0
298,1,2,2025-01-13,320.0
299,1,2,2025-01-12,1050.0
300,1,2,2025-01-12,480.0
301,1,2,2025-01-13,1190.0
302,1,2,2025-01-13,480.0
303,1,2,2025-01-14,360.0
304,1,2,2025-01-10,108.0
305,1,2,2025-01-12,360.0
306,1,2,2025-01-13,272.0
307,1,2,2025-01-14,1100.0
308,1,2,2025-01-14,990.0
309,1,2,2025-01-12,324.0
310,1,2,2025-01-10,108.0
311,1,2,2025-01-14,680.0
312,1,2,2025-01-12,892.5
313,1,2,2025-01-11,216.0
314,1,2,2025-01-11,216.0
315,1,2,2025-01-14,935.0
316,1,2,2025-01-11,216.0
317,1,2,2025-01-12,136.0
318,1,2,2025-01-12,272.0
319,1,2,2025-01-13,324.0
320,1,2,2025-01-13,306.0
321,1,2,2025-01-12,144.0
322,1,2,2025-01-13,216.0
323,1,2,2025-01-13,306.0
324,1,2,2025-01-15,340.0
325,1,2,2025-01-11,120.0
326,1,2,2025-01-15,340.0
327,1,2,2025-01-11,102.0
328,1,2,2025-01-12,136.0
329,1,2,2025-01-13,892.5
330,1,2,2025-01-14,576.0
331,1,2,2025-01-15,1750.0
332,1,2,2025-01-12,288.0
333,1,2,2025-01-12,204.0
334,1,2,2025-01-14,320.0
335,1,2,2025-01-11,160.0
336,1,2,2025-01-14,480.0
337,1,2,2025-01-15,935.0
338,1,2,2025-01-15,510.0
339,1,2,2025-01-11,136.0
340,1,2,2025-01-14,748.0
341,1,2,2025-01-15,720.0
342,1,2,2025-01-12,144.0
343,1,2,2025-01-12,204.0
344,1,2,2025-01-11,160.0
345,1,2,2025-01-14,748.0
346,1,2,2025-01-12,272.0
347,1,2,2025-01-12,216.0
348,1,2,2025-01-16,360.0
349,1,2,2025-01-14,945.0
350,1,2,2025-01-16,400.0
351,1,2,2025-01-16,1487.5
352,1,2,2025-01-15,1400.0
353,1,2,2025-01-16,1100.0
354,1,2,2025-01-12,187.0
355,1,2,2025-01-12,315.0
356,1,2,2025-01-13,320.0
357,1,2,2025-01-16,600.0
358,1,2,2025-01-12,187.0
359,1,2,2025-01-12,144.0
360,1,2,2025-01-14,432.0
361,1,2,2025-01-15,544.0
362,1,2,2025-01-15,272.0
363,1,2,2025-01-12,144.0
364,1,2,2025-01-13,288.0
365,1,2,2025-01-12,160.0
366,1,2,2025-01-14,408.0
367,1,2,2025-01-16,340.0
368,1,2,2025-01-14,892.5
369,1,2,2025-01-15,432.0
370,1,2,2025-01-16,510.0
371,1,2,2025-01-15,1260.0
372,1,2,2025-01-15,640.0
373,1,2,2025-01-15,288.0
374,1,2,2025-01-12,136.0
375,1,2,2025-01-16,600.0
376,1,2,2025-01-15,216.0
377,1,2,2025-01-16,288.0
378,1,2,2025-01-17,800.0
379,1,2,2025-01-14,216.0
380,1,1,2025-01-17,1575.0
381,1,1,2025-01-13,80.0
382,1,1,2025-01-15,306.0
383,1,1,2025-01-14,700.0
384,1,1,2025-01-17,510.0
385,1,1,2025-01-17,1487.5
386,1,1,2025-01-15,561.0
387,1,1,2025-01-13,136.0
388,1,1,2025-01-16,576.0
389,1,1,2025-01-15,216.0
390,1,1,2025-01-15,561.0
391,1,1,2025-01-14,136.0
392,1,1,2025-01-13,136.0
393,1,1,2025-01-16,432.0
394,1,1,2025-01-14,272.0
395,1,1,2025-01-17,600.0
396,1,1,2025-01-14,216.0
397,1,1,2025-01-14,216.0
398,1,1,2025-01-13,350.0
399,1,1,2025-01-17,935.0
400,1,1,2025-01-16,544.0
401,1,1,2025-01-17,340.0
402,1,1,2025-01-14,144.0
403,1,1,2025-01-17,540.0
404,1,1,2025-01-14,320.0
405,1,1,2025-01-13,108.0
406,1,1,2025-01-13,187.0
407,1,1,2025-01-15,306.0
408,1,1,2025-01-15,204.0
409,1,1,2025-01-16,204.0
410,1,1,2025-01-18,990.0
411,1,1,2025-01-15,204.0
412,1,1,2025-01-15,700.0
413,1,1,2025-01-15,396.0
414,1,1,2025-01-17,544.0
415,1,1,2025-01-14,160.0
416,1,1,2025-01-16,324.0
417,1,1,2025-01-16,408.0
418,1,1,2025-01-16,240.0
419,1,1,2025-01-18,360.0
420,1,1,2025-01-18,935.0
421,1,1,2025-01-18,360.0
422,1,1,2025-01-16,594.0
423,1,1,2025-01-16,945.0
424,1,1,2025-01-14,160.0
425,1,1,2025-01-16,892.5
426,1,1,2025-01-17,408.0
427,1,1,2025-01-18,340.0
428,1,1,2025-01-14,72.0
429,1,1,2025-01-14,160.0
430,1,1,2025-01-14,144.0
431,1,1,2025-01-17,640.0
432,1,1,2025-01-15,630.0
433,1,1,2025-01-15,204.0
434,1,1,2025-01-15,320.0
435,1,1,2025-01-17,432.0
436,1,1,2025-01-15,396.0
437,1,1,2025-01-17,576.0
438,1,1,2025-01-19,510.0
439,1,1,2025-01-15,102.0
440,1,1,2025-01-16,700.0
441,1,1,2025-01-16,136.0
442,1,1,2025-01-18,272.0
443,1,1,2025-01-17,1050.0
444,1,1,2025-01-16,216.0
445,1,1,2025-01-16,288.0
446,1,1,2025-01-15,108.0
447,1,1,2025-01-19,720.0
448,1,1,2025-01-19,1487.5
449,1,1,2025-01-17,216.0
450,1,1,2025-01-17,432.0
451,1,1,2025-01-15,160.0
452,1,1,2025-01-15,68.0
453,1,1,2025-01-15,160.0
454,1,1,2025-01-16,136.0
455,1,1,2025-01-18,272.0
456,1,1,2025-01-16,374.0
457,1,1,2025-01-18,640.0
458,1,1,2025-01-16,204.0
459,1,1,2025-01-15,136.0
460,1,1,2025-01-16,204.0
461,1,1,2025-01-15,315.0
462,1,1,2025-01-17,306.0
463,1,1,2025-01-15,72.0
464,1,1,2025-01-16,630.0
465,1,1,2025-01-16,320.0
466,1,1,2025-01-18,792.0
467,1,1,2025-01-15,220.0
468,1,1,2025-01-20,360.0
469,1,1,2025-01-17,216.0
470,1,1,2025-01-17,216.0
471,1,1,2025-01-17,216.0
472,1,1,2025-01-17,700.0
473,1,1,2025-01-20,360.0
474,1,1,2025-01-17,595.0
475,1,1,2025-01-18,594.0
476,1,1,2025-01-17,136.0
477,1,1,2025-01-19,792.0
478,1,1,2025-01-17,288.0
479,1,1,2025-01-17,216.0
480,1,1,2025-01-20,800.0
481,1,1,2025-01-20,360.0
482,1,1,2025-01-18,1050.0
483,1,1,2025-01-16,80.0
484,1,1,2025-01-19,880.0
485,1,1,2025-01-19,1190.0
486,1,1,2025-01-20,800.0
487,1,1,2025-01-16,80.0
488,1,1,2025-01-16,144.0
489,1,1,2025-01-16,136.0
490,1,1,2025-01-16,350.0
491,1,1,2025-01-17,204.0
492,1,1,2025-01-17,396.0
493,1,1,2025-01-20,1575.0
494,1,1,2025-01-20,540.0
495,1,1,2025-01-19,640.0
496,1,1,2025-01-20,540.0
497,1,1,2025-01-20,340.0
498,1,1,2025-01-18,408.0
499,1,1,2025-01-17,288.0
500,1,1,2025-01-20,340.0
501,1,1,2025-01-19,792.0
502,1,1,2025-01-20,510.0
503,1,1,2025-01-18,136.0
504,1,1,2025-01-19,216.0
505,1,1,2025-01-21,400.0
506,1,1,2025-01-18,595.0
507,1,1,2025-01-19,240.0
508,1,1,2025-01-18,216.0
509,1,1,2025-01-18,630.0
510,1,1,2025-01-19,594.0
511,1,1,2025-01-17,102.0
512,1,1,2025-01-17,144.0
513,1,1,2025-01-20,544.0
514,1,1,2025-01-21,400.0
515,1,1,2025-01-18,320.0
516,1,1,2025-01-21,400.0
517,1,1,2025-01-20,1400.0
518,1,1,2025-01-21,1575.0
519,1,1,2025-01-20,272.0
520,1,1,2025-01-20,480.0
521,1,1,2025-01-21,720.0
522,1,1,2025-01-18,374.0
523,1,1,2025-01-21,1100.0
524,1,1,2025-01-19,408.0
525,1,1,2025-01-17,120.0
526,1,1,2025-01-20,640.0
527,1,1,2025-01-18,216.0
528,1,1,2025-01-17,144.0
529,1,1,2025-01-21,340.0
530,1,1,2025-01-17,297.5
531,1,1,2025-01-18,700.0
532,1,1,2025-01-19,306.0
533,1,1,2025-01-18,288.0
534,1,1,2025-01-21,935.0
535,1,1,2025-01-18,630.0
536,1,1,2025-01-17,136.0
537,1,1,2025-01-19,660.0
538,1,1,2025-01-19,288.0
539,1,1,2025-01-22,600.0
540,1,1,2025-01-21,1260.0
541,1,1,2025-01-22,340.0
542,1,1,2025-01-19,204.0
543,1,1,2025-01-20,945.0
544,1,1,2025-01-21,432.0
545,1,1,2025-01-20,945.0
546,1,1,2025-01-21,432.0
547,1,1,2025-01-21,576.0
548,1,1,2025-01-20,204.0
549,1,1,2025-01-19,240.0
550,1,1,2025-01-19,272.0
551,1,1,2025-01-19,216.0
552,1,1,2025-01-22,540.0
553,1,1,2025-01-19,440.0
554,1,1,2025-01-21,544.0
555,1,1,2025-01-19,240.0
556,1,1,2025-01-22,340.0
557,1,1,2025-01-19,240.0
558,1,1,2025-01-20,324.0
559,1,1,2025-01-22,720.0
560,1,1,2025-01-21,544.0
561,1,1,2025-01-19,595.0
562,1,1,2025-01-19,440.0
563,1,1,2025-01-20,360.0
564,1,1,2025-01-18,144.0
565,1,1,2025-01-21,432.0
566,1,1,2025-01-22,540.0
567,1,1,2025-01-21,640.0
568,1,1,2025-01-22,288.0
569,1,1,2025-01-19,102.0
570,1,1,2025-01-21,892.5
571,1,1,2025-01-23,990.0
572,1,1,2025-01-22,432.0
573,1,1,2025-01-23,1575.0
574,1,1,2025-01-21,1050.0
575,1,1,2025-01-20,440.0
576,1,1,2025-01-20,630.0
577,1,1,2025-01-22,544.0
578,1,1,2025-01-22,288.0
579,1,1,2025-01-22,320.0
580,1,1,2025-01-20,320.0
581,1,1,2025-01-19,297.5
582,1,1,2025-01-22,288.0
583,1,1,2025-01-20,160.0
584,1,1,2025-01-19,68.0
585,1,1,2025-01-19,187.0
586,1,1,2025-01-22,544.0
587,1,1,2025-01-23,600.0
588,1,1,2025-01-23,600.0
589,1,1,2025-01-21,1050.0
590,1,1,2025-01-23,510.0
591,1,1,2025-01-22,880.0
592,1,1,2025-01-23,720.0
593,1,1,2025-01-21,480.0
594,1,1,2025-01-22,544.0
595,1,1,2025-01-22,1400.0
596,1,1,2025-01-22,640.0
597,1,1,2025-01-19,198.0
598,1,1,2025-01-24,510.0
599,1,1,2025-01-22,324.0
600,1,1,2025-01-21,144.0
601,1,1,2025-01-23,320.0
602,1,1,2025-01-22,360.0
603,1,1,2025-01-20,198.0
604,1,1,2025-01-22,324.0
605,1,1,2025-01-21,374.0
606,1,1,2025-01-22,432.0
607,1,1,2025-01-20,108.0
608,1,1,2025-01-24,1100.0
609,1,1,2025-01-22,408.0
610,1,1,2025-01-21,700.0
611,1,1,2025-01-22,892.5
612,1,1,2025-01-22,945.0
613,1,1,2025-01-22,360.0
614,1,1,2025-01-20,102.0
615,1,1,2025-01-23,792.0
616,1,1,2025-01-22,1050.0
617,1,1,2025-01-23,408.0
618,1,1,2025-01-24,800.0
619,1,1,2025-01-20,80.0
620,1,1,2025-01-23,880.0
621,1,1,2025-01-23,748.0
622,1,1,2025-01-20,198.0
623,1,1,2025-01-21,68.0
624,1,1,2025-01-23,432.0
625,1,1,2025-01-21,315.0
626,1,1,2025-01-23,240.0
627,1,1,2025-01-23,945.0
628,1,1,2025-01-21,220.0
629,1,1,2025-01-21,198.0
630,1,1,2025-01-25,1575.0
631,1,1,2025-01-23,240.0
632,1,1,2025-01-25,540.0
633,1,1,2025-01-21,144.0
634,1,1,2025-01-21,136.0
635,1,1,2025-01-25,720.0
636,1,1,2025-01-23,240.0
637,1,1,2025-01-24,880.0
638,1,1,2025-01-24,576.0
639,1,1,2025-01-22,144.0
640,1,1,2025-01-23,306.0
641,1,1,2025-01-24,408.0
642,1,1,2025-01-22,136.0
643,1,1,2025-01-25,680.0
644,1,1,2025-01-21,108.0
645,1,1,2025-01-24,576.0
646,1,1,2025-01-24,880.0
647,1,1,2025-01-25,1487.5
648,1,1,2025-01-25,600.0
649,1,1,2025-01-21,72.0
650,1,1,2025-01-25,510.0
651,1,1,2025-01-24,272.0
652,1,1,2025-01-21,72.0
653,1,1,2025-01-21,120.0
654,1,1,2025-01-22,72.0
655,1,1,2025-01-24,216.0
656,1,1,2025-01-23,595.0
657,1,1,2025-01-24,216.0
658,1,1,2025-01-26,340.0
659,1,1,2025-01-26,1750.0
660,1,1,2025-01-24,660.0
661,1,1,2025-01-25,408.0
662,1,1,2025-01-25,880.0
663,1,1,2025-01-23,272.0
664,1,1,2025-01-23,320.0
665,1,1,2025-01-23,136.0
666,1,1,2025-01-23,595.0
667,1,1,2025-01-25,880.0
668,1,1,2025-01-26,1487.5
669,1,1,2025-01-25,640.0
670,1,1,2025-01-23,630.0
671,1,1,2025-01-26,340.0
672,1,1,2025-01-24,594.0
673,1,1,2025-01-26,680.0
674,1,1,2025-01-26,400.0
675,1,1,2025-01-22,315.0
676,1,1,2025-01-24,240.0
677,1,1,2025-01-22,136.0
678,1,1,2025-01-24,204.0
679,1,1,2025-01-22,108.0
680,1,1,2025-01-26,600.0
681,1,1,2025-01-26,990.0
682,1,1,2025-01-24,360.0
683,1,1,2025-01-25,240.0
684,1,1,2025-01-25,216.0
685,1,1,2025-01-27,540.0
686,1,1,2025-01-24,216.0
687,1,1,2025-01-27,1487.5
688,1,1,2025-01-24,204.0
689,1,1,2025-01-26,432.0
690,1,1,2025-01-25,945.0
691,1,1,2025-01-23,120.0
692,1,1,2025-01-25,324.0
693,1,1,2025-01-26,748.0
694,1,1,2025-01-26,544.0
695,1,1,2025-01-25,432.0
696,1,1,2025-01-27,510.0
697,1,1,2025-01-25,204.0
698,1,1,2025-01-27,680.0
699,1,1,2025-01-27,720.0
700,1,1,2025-01-24,630.0
701,1,1,2025-01-23,68.0
702,1,1,2025-01-26,320.0
703,1,1,2025-01-23,315.0
704,1,1,2025-01-27,600.0
705,1,1,2025-01-23,72.0
706,1,1,2025-01-27,800.0
707,1,1,2025-01-26,320.0
708,1,1,2025-01-26,576.0
709,1,1,2025-01-23,120.0
710,1,1,2025-01-23,136.0
711,1,1,2025-01-26,1260.0
712,1,1,2025-01-26,1400.0
713,1,1,2025-01-24,396.0
714,1,1,2025-01-23,220.0
715,1,1,2025-01-25,480.0
716,1,1,2025-01-23,108.0
717,1,1,2025-01-25,945.0
718,1,1,2025-01-26,544.0
719,1,1,2025-01-23,160.0
720,1,1,2025-01-27,576.0
721,1,1,2025-01-26,660.0
722,1,1,2025-01-26,204.0
723,1,1,2025-01-25,160.0
724,1,1,2025-01-26,892.5
725,1,1,2025-01-26,240.0
726,1,1,2025-01-25,240.0
727,1,1,2025-01-28,1487.5
728,1,1,2025-01-28,680.0
729,1,1,2025-01-27,320.0
730,1,1,2025-01-24,160.0
731,1,1,2025-01-27,288.0
732,1,1,2025-01-25,700.0
733,1,1,2025-01-24,72.0
734,1,1,2025-01-25,160.0
735,1,1,2025-01-28,360.0
736,1,1,2025-01-27,288.0
737,1,1,2025-01-25,374.0
738,1,1,2025-01-28,600.0
739,1,1,2025-01-24,120.0
740,1,1,2025-01-26,306.0
741,1,1,2025-01-28,510.0
742,1,1,2025-01-24,144.0
743,1,1,2025-01-24,160.0
744,1,1,2025-01-24,198.0
745,1,1,2025-01-27,880.0
746,1,1,2025-01-26,561.0
747,1,1,2025-01-25,216.0
748,1,1,2025-01-27,640.0
749,1,1,2025-01-25,120.0
750,1,1,2025-01-29,540.0
751,1,1,2025-01-28,288.0
752,1,1,2025-01-26,240.0
753,1,1,2025-01-26,440.0
754,1,1,2025-01-27,408.0
755,1,1,2025-01-28,320.0
756,1,1,2025-01-25,72.0
757,1,1,2025-01-26,374.0
758,1,1,2025-01-28,1260.0
759,1,1,2025-01-25,350.0
760,1,1,2025-01-28,544.0
761,1,1,2025-01-29,1750.0
762,1,1,2025-01-29,600.0
763,1,1,2025-01-28,480.0
764,1,1,2025-01-26,288.0
765,1,1,2025-01-26,272.0
766,1,1,2025-01-27,306.0
767,1,1,2025-01-29,540.0
768,1,1,2025-01-29,1100.0
769,1,1,2025-01-28,640.0
770,1,1,2025-01-26,272.0
771,1,1,2025-01-29,360.0
772,1,1,2025-01-25,68.0
773,1,1,2025-01-29,680.0
774,1,1,2025-01-26,396.0
775,1,1,2025-01-28,320.0
776,1,1,2025-01-25,102.0
777,1,1,2025-01-28,432.0
778,1,1,2025-01-29,320.0
779,1,1,2025-01-28,204.0
780,1,1,2025-01-28,240.0
781,1,1,2025-01-28,945.0
782,1,1,2025-01-27,160.0
783,1,1,2025-01-26,108.0
784,1,1,2025-01-28,594.0
785,1,1,2025-01-27,630.0
786,1,1,2025-01-27,204.0
787,1,1,2025-01-29,576.0
788,1,1,2025-01-27,204.0
789,1,1,2025-01-29,320.0
790,1,1,2025-01-29,792.0
791,1,1,2025-01-30,720.0
792,1,1,2025-01-28,216.0
793,1,1,2025-01-29,320.0
794,1,1,2025-01-26,160.0
795,1,1,2025-01-27,700.0
796,1,1,2025-01-26,187.0
797,1,1,2025-01-29,576.0
798,1,1,2025-01-26,220.0
799,1,1,2025-01-29,1190.0
800,1,1,2025-01-30,510.0
801,1,1,2025-01-27,240.0
802,1,1,2025-01-28,240.0
803,1,1,2025-01-29,576.0
804,1,1,2025-01-28,360.0
805,1,1,2025-01-26,297.5
806,1,1,2025-01-28,360.0
807,1,1,2025-01-27,102.0
808,1,1,2025-01-30,880.0
809,1,1,2025-01-27,68.0
810,1,1,2025-01-31,510.0
811,1,1,2025-01-29,945.0
812,1,1,2025-01-30,1260.0
813,1,1,2025-01-27,72.0
814,1,1,2025-01-27,315.0
815,1,1,2025-01-27,120.0
816,1,1,2025-01-31,1100.0
